genome,sortase_present,sortase_count,lpxtg_present,lpxtg_count,bacteriocin_present,bacteriocin_count,crispr_cas_present,crispr_cas_count,stress_universal_present,stress_universal_count,clp_protease_present,clp_protease_count,phage_resistance_present,phage_resistance_count,amr_present,amr_count,virulence_present,virulence_count,phage_present,phage_count,total_genes,accession,label,adhesion_module,antimicrobial_module,phage_defense_module,stress_module,amr_module,virulence_module,mobile_elements_module,adhesion_norm,stress_norm,phage_defense_norm,amr_norm,virulence_norm,defense_vs_risk,survival_vs_mobile,adhesion_vs_genome,probiotic_potential
GCF_001683535.1_ASM168353v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,1,3.0,1,4.0,1,14.0,1,45.0,1,16.0,1,54.0,4571,GCF_001683535.1,0,0.0,1.0,14.0,7.0,45.0,16.0,54.0,0.0,0.0015310586176727908,0.0030621172353455816,0.00984251968503937,0.003499562554680665,0.24193548387096775,0.12727272727272726,0.0,0.1525371828521435
GCF_001685465.1_ASM168546v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,1,4.0,1,5.0,1,49.0,1,18.0,1,160.0,4718,GCF_001685465.1,0,0.0,0.0,5.0,7.0,49.0,18.0,160.0,0.0,0.0014833651197287562,0.0010595465140919686,0.010383555838101292,0.003814367450731087,0.07352941176470588,0.043478260869565216,0.0,-0.0572155117609663
GCF_001687475.2_ASM168747v2_genomic,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,1,3.0,1,2.0,1,21.0,1,3.0,1,1.0,1558,GCF_001687475.2,0,0.0,0.0,5.0,3.0,21.0,3.0,1.0,0.0,0.001924310455420141,0.003207184092366902,0.013470173187940988,0.001924310455420141,0.2,1.5,0.0,-0.05965362411802437
GCF_001687805.1_ASM168780v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,1,4.0,1,4.0,1,47.0,1,13.0,1,94.0,4534,GCF_001687805.1,0,0.0,0.0,4.0,7.0,47.0,13.0,94.0,0.0,0.0015435501653803748,0.0008820286659316428,0.010363836824696803,0.002866593164277839,0.06557377049180328,0.07368421052631578,0.0,-0.05468577728776186
GCF_001688625.2_ASM168862v2_genomic,1,1.0,0,0.0,1,2.0,1,24.0,0,0.0,1,4.0,1,1.0,1,51.0,1,8.0,1,35.0,3777,GCF_001688625.2,0,1.0,2.0,25.0,4.0,51.0,8.0,35.0,0.00026469031233456857,0.0010587612493382743,0.006617257808364214,0.013499205929062997,0.0021175224986765486,0.45,0.1111111111111111,0.00026469031233456857,0.3486500794070937
GCF_001695715.1_ASM169571v1_genomic,0,0.0,0,0.0,1,4.0,0,0.0,1,6.0,1,6.0,1,22.0,1,77.0,1,19.0,1,110.0,6142,GCF_001695715.1,0,0.0,4.0,22.0,12.0,77.0,19.0,110.0,0.0,0.0019534429431873677,0.0035813120625101742,0.01253459221878561,0.003092951326713332,0.26804123711340205,0.10810810810810811,0.0,0.7426990069998374
GCF_001695735.1_ASM169573v1_genomic,0,0.0,0,0.0,1,4.0,0,0.0,1,6.0,1,6.0,1,23.0,1,77.0,1,19.0,1,109.0,6184,GCF_001695735.1,0,0.0,4.0,23.0,12.0,77.0,19.0,109.0,0.0,0.0019401778496362166,0.0037186742118027485,0.012449474535165723,0.0030719482619240095,0.27835051546391754,0.10909090909090909,0.0,0.7435731608730802
GCF_001697265.1_ASM169726v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,34.0,1,17.0,1,153.0,4438,GCF_001697265.1,1,1.0,10.0,18.0,3.0,34.0,17.0,153.0,0.00022527596305474206,0.0006758278891642261,0.004054967334985357,0.00765938274386123,0.003829691371930615,0.5384615384615384,0.01948051948051948,0.00022527596305474206,1.9641811218742962
GCF_001702095.1_ASM170209v1_genomic,1,2.0,1,1.0,1,3.0,1,71.0,1,2.0,1,4.0,1,1.0,1,27.0,1,14.0,1,244.0,2372,GCF_001702095.1,1,3.0,3.0,72.0,6.0,27.0,14.0,244.0,0.0012642225031605564,0.0025284450063211127,0.03034134007585335,0.011378002528445006,0.0058997050147492625,1.7857142857142858,0.024489795918367346,0.0012642225031605564,0.6240202275600505
GCF_001703495.1_ASM170349v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,33.0,1,17.0,1,154.0,4443,GCF_001703495.1,1,1.0,10.0,18.0,3.0,33.0,17.0,154.0,0.000225022502250225,0.0006750675067506751,0.004050405040504051,0.007425742574257425,0.003825382538253825,0.5490196078431373,0.01935483870967742,0.000225022502250225,1.9653465346534649
GCF_001714745.1_ASM171474v1_genomic,1,1.0,1,5.0,1,8.0,1,41.0,1,2.0,1,4.0,1,4.0,1,32.0,1,13.0,1,104.0,2255,GCF_001714745.1,1,6.0,8.0,45.0,6.0,32.0,13.0,104.0,0.0026595744680851063,0.0026595744680851063,0.0199468085106383,0.014184397163120567,0.00576241134751773,1.1521739130434783,0.05714285714285714,0.0026595744680851063,1.5822695035460994
GCF_001715565.2_ASM171556v2_genomic,0,0.0,1,4.0,1,30.0,0,0.0,1,1.0,1,5.0,1,1.0,1,23.0,1,10.0,1,27.0,2193,GCF_001715565.2,0,4.0,30.0,1.0,6.0,23.0,10.0,27.0,0.0018231540565177757,0.0027347310847766638,0.00045578851412944393,0.010483135824977211,0.004557885141294439,0.9117647058823529,0.21428571428571427,0.0018231540565177757,5.944393801276208
GCF_001717605.1_ASM171760v1_genomic,0,0.0,0,0.0,1,4.0,1,29.0,0,0.0,1,3.0,1,5.0,1,24.0,1,11.0,1,50.0,2143,GCF_001717605.1,0,0.0,4.0,34.0,3.0,24.0,11.0,50.0,0.0,0.0013992537313432835,0.01585820895522388,0.011194029850746268,0.005130597014925373,1.0555555555555556,0.058823529411764705,0.0,0.7790111940298508
GCF_001718395.1_ASM171839v1_genomic,0,0.0,1,1.0,1,4.0,0,0.0,1,5.0,1,4.0,1,30.0,1,102.0,1,38.0,1,49.0,6608,GCF_001718395.1,0,1.0,4.0,30.0,9.0,102.0,38.0,49.0,0.00015130882130428205,0.0013617793917385383,0.004539264639128461,0.015433499773036768,0.005749735209562718,0.24113475177304963,0.18,0.00015130882130428205,0.7222272658495991
GCF_001723545.1_ASM172354v1_genomic,1,1.0,1,1.0,1,1.0,1,11.0,1,5.0,1,4.0,0,0.0,1,26.0,1,6.0,1,76.0,2075,GCF_001723545.1,1,2.0,1.0,11.0,9.0,26.0,6.0,76.0,0.0009633911368015414,0.004335260115606936,0.0052986512524084775,0.012524084778420038,0.002890173410404624,0.36363636363636365,0.11688311688311688,0.0009633911368015414,0.15520231213872834
GCF_001725985.1_ASM172598v1_genomic,1,2.0,1,2.0,0,0.0,0,0.0,0,0.0,1,4.0,1,18.0,1,17.0,1,17.0,1,72.0,2151,GCF_001725985.1,1,4.0,0.0,18.0,4.0,17.0,17.0,72.0,0.0018587360594795538,0.0018587360594795538,0.008364312267657992,0.007899628252788104,0.007899628252788104,0.5142857142857142,0.0547945205479452,0.0018587360594795538,-0.03066914498141264
GCF_001735765.2_ASM173576v2_genomic,0,0.0,0,0.0,1,5.0,1,60.0,0,0.0,1,5.0,0,0.0,1,27.0,1,7.0,1,102.0,3369,GCF_001735765.2,0,0.0,5.0,60.0,5.0,27.0,7.0,102.0,0.0,0.001483679525222552,0.017804154302670624,0.008011869436201781,0.0020771513353115725,1.8571428571428572,0.04854368932038835,0.0,1.0100890207715134
GCF_001742205.1_ASM174220v1_genomic,1,1.0,1,1.0,0,0.0,1,40.0,1,3.0,1,4.0,1,3.0,1,26.0,1,11.0,1,129.0,2032,GCF_001742205.1,1,2.0,0.0,43.0,7.0,26.0,11.0,129.0,0.000983767830791933,0.003443187407771766,0.02115100836202656,0.01278898180029513,0.0054107230693556324,1.131578947368421,0.05384615384615385,0.000983767830791933,-0.007870142646335464
GCF_001746265.1_ASM174626v2_genomic,1,2.0,1,1.0,1,3.0,1,71.0,1,2.0,1,4.0,1,1.0,1,27.0,1,14.0,1,238.0,2367,GCF_001746265.1,1,3.0,3.0,72.0,6.0,27.0,14.0,238.0,0.001266891891891892,0.002533783783783784,0.030405405405405407,0.011402027027027027,0.0059121621621621625,1.7857142857142858,0.02510460251046025,0.001266891891891892,0.6240709459459459
GCF_001750745.1_ASM175074v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,33.0,1,17.0,1,155.0,4476,GCF_001750745.1,1,1.0,10.0,18.0,3.0,33.0,17.0,155.0,0.00022336385972749609,0.0006700915791824883,0.0040205494750949295,0.007371007371007371,0.0037971856153674335,0.5490196078431373,0.019230769230769232,0.00022336385972749609,1.9656019656019654
GCF_001831435.1_ASM183143v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,4.0,1,3.0,1,42.0,1,14.0,1,313.0,4133,GCF_001831435.1,0,0.0,0.0,3.0,5.0,42.0,14.0,313.0,0.0,0.0012094823415578133,0.000725689404934688,0.010159651669085631,0.003386550556361877,0.05263157894736842,0.01592356687898089,0.0,-0.0563618771165941
GCF_001831455.1_ASM183145v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,4.0,1,3.0,1,42.0,1,14.0,1,322.0,4259,GCF_001831455.1,0,0.0,0.0,3.0,5.0,42.0,14.0,322.0,0.0,0.0011737089201877935,0.0007042253521126761,0.009859154929577466,0.0032863849765258214,0.05263157894736842,0.015479876160990712,0.0,-0.054694835680751175
GCF_001854085.1_ASM185408v1_genomic,1,4.0,1,3.0,1,2.0,0,0.0,0,0.0,1,3.0,1,1.0,1,33.0,1,7.0,1,47.0,3183,GCF_001854085.1,0,7.0,2.0,1.0,3.0,33.0,7.0,47.0,0.0021984924623115578,0.0009422110552763819,0.000314070351758794,0.0103643216080402,0.0021984924623115578,0.07317073170731707,0.0625,0.0021984924623115578,0.3488065326633166
GCF_001856165.1_IBB477v1_genomic,1,5.0,1,5.0,1,14.0,0,0.0,1,6.0,1,5.0,1,8.0,1,34.0,1,3.0,1,188.0,3027,GCF_001856165.1,1,10.0,14.0,8.0,11.0,34.0,3.0,188.0,0.0033025099075297227,0.003632760898282695,0.002642007926023778,0.011228533685601057,0.0009907529722589167,0.5789473684210527,0.0582010582010582,0.0033025099075297227,2.762681638044914
GCF_001865515.1_ASM186551v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,3.0,1,2.0,1,24.0,1,6.0,1,12.0,1997,GCF_001865515.1,0,0.0,1.0,2.0,3.0,24.0,6.0,12.0,0.0,0.0015015015015015015,0.001001001001001001,0.012012012012012012,0.003003003003003003,0.0967741935483871,0.23076923076923078,0.0,0.13693693693693693
GCF_001865535.1_ASM186553v1_genomic,0,0.0,0,0.0,1,1.0,1,38.0,0,0.0,1,3.0,1,4.0,1,23.0,1,9.0,1,8.0,2076,GCF_001865535.1,0,0.0,1.0,42.0,3.0,23.0,9.0,8.0,0.0,0.0014443909484833895,0.020221473278767454,0.011073663938372653,0.004333172845450169,1.303030303030303,0.3333333333333333,0.0,0.19518536350505541
GCF_001879605.1_ASM187960v1_genomic,1,2.0,0,0.0,1,8.0,1,36.0,1,1.0,1,3.0,1,1.0,1,49.0,1,10.0,1,74.0,3918,GCF_001879605.1,0,2.0,8.0,37.0,4.0,49.0,10.0,74.0,0.0005103342689461597,0.0010206685378923194,0.009441183975503956,0.012503189589180914,0.0025516713447307987,0.75,0.05333333333333334,0.0005103342689461597,1.561214595560092
GCF_001879625.1_ASM187962v1_genomic,1,2.0,0,0.0,1,8.0,1,30.0,1,1.0,1,3.0,1,1.0,1,48.0,1,9.0,1,79.0,3923,GCF_001879625.1,0,2.0,8.0,31.0,4.0,48.0,9.0,79.0,0.0005096839959225281,0.0010193679918450561,0.007900101936799185,0.012232415902140673,0.0022935779816513763,0.6724137931034483,0.05,0.0005096839959225281,1.5587155963302755
GCF_001885195.1_ASM188519v1_genomic,1,1.0,0,0.0,1,4.0,0,0.0,1,6.0,1,7.0,1,23.0,1,75.0,1,16.0,1,126.0,6097,GCF_001885195.1,0,1.0,4.0,23.0,13.0,75.0,16.0,126.0,0.00016398819285011479,0.002131846507051492,0.00377172843555264,0.01229911446375861,0.0026238110856018366,0.29347826086956524,0.10236220472440945,0.00016398819285011479,0.7465398491308626
GCF_001886775.1_ASM188677v1_genomic,1,3.0,1,2.0,1,6.0,1,34.0,1,1.0,1,3.0,1,4.0,1,61.0,1,8.0,1,64.0,4199,GCF_001886775.1,0,5.0,6.0,38.0,4.0,61.0,8.0,64.0,0.0011904761904761906,0.0009523809523809524,0.009047619047619047,0.014523809523809524,0.0019047619047619048,0.6285714285714286,0.06153846153846154,0.0011904761904761906,1.153095238095238
GCF_001888905.1_ASM188890v1_genomic,1,1.0,1,1.0,1,5.0,1,22.0,1,1.0,1,5.0,1,2.0,1,26.0,1,6.0,1,287.0,2344,GCF_001888905.1,0,2.0,5.0,24.0,6.0,26.0,6.0,287.0,0.0008528784648187633,0.00255863539445629,0.01023454157782516,0.011087420042643924,0.00255863539445629,0.8787878787878788,0.020833333333333332,0.0008528784648187633,0.9744136460554372
GCF_001888925.1_ASM188892v1_genomic,1,1.0,1,1.0,1,1.0,1,45.0,1,1.0,1,5.0,1,1.0,1,27.0,1,4.0,1,52.0,2021,GCF_001888925.1,0,2.0,1.0,46.0,6.0,27.0,4.0,52.0,0.0009891196834817012,0.002967359050445104,0.02274975272007913,0.013353115727002967,0.0019782393669634025,1.46875,0.11320754716981132,0.0009891196834817012,0.2034619188921859
GCF_001888945.1_ASM188894v1_genomic,1,1.0,1,1.0,1,1.0,1,31.0,1,1.0,1,5.0,1,2.0,1,27.0,1,6.0,1,75.0,1991,GCF_001888945.1,0,2.0,1.0,33.0,6.0,27.0,6.0,75.0,0.001004016064257028,0.0030120481927710845,0.016566265060240965,0.01355421686746988,0.0030120481927710845,1.0,0.07894736842105263,0.001004016064257028,0.18092369477911652
GCF_001888965.1_ASM188896v1_genomic,1,1.0,1,1.0,1,3.0,1,116.0,1,1.0,1,5.0,1,3.0,1,26.0,1,4.0,1,36.0,2105,GCF_001888965.1,0,2.0,3.0,119.0,6.0,26.0,4.0,36.0,0.000949667616334283,0.002849002849002849,0.056505223171889836,0.012345679012345678,0.001899335232668566,3.935483870967742,0.16216216216216217,0.000949667616334283,0.7096866096866098
GCF_001888985.1_ASM188898v1_genomic,1,2.0,1,3.0,1,2.0,1,83.0,1,1.0,1,5.0,1,3.0,1,26.0,1,5.0,1,74.0,2098,GCF_001888985.1,0,5.0,2.0,86.0,6.0,26.0,5.0,74.0,0.0023820867079561697,0.0028585040495474035,0.04097189137684612,0.012386850881372083,0.0023820867079561697,2.75,0.08,0.0023820867079561697,0.4643163411148166
GCF_001889325.1_ASM188932v1_genomic,1,1.0,1,1.0,1,6.0,1,88.0,1,1.0,1,4.0,1,2.0,1,56.0,1,6.0,1,70.0,4382,GCF_001889325.1,0,2.0,6.0,90.0,5.0,56.0,6.0,70.0,0.0004563084645220169,0.0011407711613050423,0.02053388090349076,0.012776637006616473,0.0013689253935660506,1.5238095238095237,0.07042253521126761,0.0004563084645220169,1.196805840748346
GCF_001889345.1_ASM188934v1_genomic,1,2.0,0,0.0,1,4.0,1,7.0,1,1.0,1,4.0,1,1.0,1,51.0,1,5.0,1,42.0,3633,GCF_001889345.1,0,2.0,4.0,8.0,5.0,51.0,5.0,42.0,0.000550357732526142,0.001375894331315355,0.002201430930104568,0.01403412217941662,0.001375894331315355,0.21052631578947367,0.11627906976744186,0.000550357732526142,0.7361585030269676
GCF_001889365.1_ASM188936v1_genomic,1,2.0,0,0.0,1,8.0,1,19.0,1,1.0,1,5.0,1,1.0,1,49.0,1,10.0,1,135.0,4442,GCF_001889365.1,0,2.0,8.0,20.0,6.0,49.0,10.0,135.0,0.00045014629754670267,0.0013504388926401081,0.004501462975467027,0.011028584289894216,0.0022507314877335135,0.4666666666666667,0.04411764705882353,0.00045014629754670267,1.5552104433941032
GCF_001896005.1_ASM189600v1_genomic,0,0.0,0,0.0,0,0.0,1,137.0,1,3.0,1,4.0,1,5.0,1,76.0,1,4.0,1,190.0,4336,GCF_001896005.1,0,0.0,0.0,142.0,7.0,76.0,4.0,190.0,0.0,0.0016140189070786258,0.03274152640073784,0.017523633848282223,0.0009222965183306433,1.7530864197530864,0.03664921465968586,0.0,0.011067558219967723
GCF_001902455.1_ASM190245v1_genomic,1,5.0,1,3.0,1,24.0,0,0.0,1,1.0,1,5.0,1,2.0,1,24.0,1,10.0,1,98.0,2188,GCF_001902455.1,0,8.0,24.0,2.0,6.0,24.0,10.0,98.0,0.003654636820465966,0.002740977615349475,0.0009136592051164915,0.0109639104613979,0.0045682960255824575,0.7428571428571429,0.06060606060606061,0.003654636820465966,4.747007766103244
GCF_001908415.1_ASM190841v1_genomic,1,1.0,1,1.0,1,3.0,1,81.0,1,1.0,1,5.0,1,1.0,1,27.0,1,5.0,1,100.0,2199,GCF_001908415.1,0,2.0,3.0,82.0,6.0,27.0,5.0,100.0,0.0009090909090909091,0.0027272727272727275,0.03727272727272727,0.012272727272727272,0.0022727272727272726,2.5757575757575757,0.0594059405940594,0.0009090909090909091,0.6509090909090909
GCF_001908455.1_ASM190845v1_genomic,1,1.0,1,7.0,1,12.0,1,25.0,1,9.0,1,4.0,1,4.0,1,48.0,1,9.0,1,150.0,3544,GCF_001908455.1,1,8.0,12.0,29.0,13.0,48.0,9.0,150.0,0.002256699576868829,0.0036671368124118475,0.008180535966149507,0.013540197461212976,0.002538787023977433,0.7068965517241379,0.08609271523178808,0.002256699576868829,2.361071932299013
GCF_001908495.1_ASM190849v1_genomic,1,1.0,1,1.0,0,0.0,1,3.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,148.0,2072,GCF_001908495.1,0,2.0,0.0,4.0,6.0,24.0,4.0,148.0,0.000964785335262904,0.002894356005788712,0.001929570670525808,0.011577424023154847,0.001929570670525808,0.13793103448275862,0.040268456375838924,0.000964785335262904,-0.05016883743367101
GCF_001921905.1_ASM192190v1_genomic,1,2.0,0,0.0,1,7.0,1,9.0,1,1.0,1,3.0,0,0.0,1,52.0,1,7.0,1,75.0,3808,GCF_001921905.1,0,2.0,7.0,9.0,4.0,52.0,7.0,75.0,0.0005250721974271463,0.0010501443948542925,0.0023628248884221582,0.013651877133105802,0.0018377526909950119,0.26666666666666666,0.05263157894736842,0.0005250721974271463,1.3364662641113152
GCF_001921925.1_ASM192192v1_genomic,1,2.0,0,0.0,1,8.0,1,19.0,1,1.0,1,5.0,1,1.0,1,49.0,1,10.0,1,129.0,4421,GCF_001921925.1,0,2.0,8.0,20.0,6.0,49.0,10.0,129.0,0.0004522840343735866,0.0013568521031207597,0.004522840343735866,0.011080958842152872,0.002261420171867933,0.4666666666666667,0.046153846153846156,0.0004522840343735866,1.5549977385798281
GCF_001921945.1_ASM192194v1_genomic,1,1.0,0,0.0,1,4.0,1,76.0,1,1.0,1,3.0,1,2.0,1,48.0,1,10.0,1,88.0,4113,GCF_001921945.1,0,1.0,4.0,78.0,4.0,48.0,10.0,88.0,0.00024307243558580456,0.0009722897423432182,0.018959649975692758,0.01166747690811862,0.0024307243558580457,1.3898305084745763,0.0449438202247191,0.00024307243558580456,0.7936801166747691
GCF_001921965.1_ASM192196v1_genomic,1,2.0,0,0.0,1,8.0,1,1.0,1,1.0,1,3.0,1,1.0,1,50.0,1,7.0,1,68.0,3840,GCF_001921965.1,0,2.0,8.0,2.0,4.0,50.0,7.0,68.0,0.000520697734964853,0.001041395469929706,0.000520697734964853,0.013017443374121323,0.0018224420723769851,0.1724137931034483,0.057971014492753624,0.000520697734964853,1.534131736526946
GCF_001921985.1_ASM192198v1_genomic,1,1.0,0,0.0,1,7.0,1,30.0,1,1.0,1,4.0,1,2.0,1,53.0,1,11.0,1,104.0,4316,GCF_001921985.1,0,1.0,7.0,32.0,5.0,53.0,11.0,104.0,0.0002316423442205235,0.0011582117211026176,0.007412555015056752,0.012277044243687746,0.0025480657864257587,0.6,0.047619047619047616,0.0002316423442205235,1.3559879545981006
GCF_001932555.1_ASM193255v1_genomic,0,0.0,0,0.0,0,0.0,1,1.0,1,2.0,1,4.0,1,4.0,1,55.0,1,13.0,1,146.0,3480,GCF_001932555.1,0,0.0,0.0,5.0,6.0,55.0,13.0,146.0,0.0,0.0017236426314277506,0.0014363688595231256,0.01580005745475438,0.0037345590347601263,0.07246376811594203,0.04081632653061224,0.0,-0.0824475725366274
GCF_001941785.1_ASM194178v1_genomic,1,1.0,1,2.0,0,0.0,1,44.0,1,4.0,1,4.0,1,2.0,1,29.0,1,18.0,1,145.0,2411,GCF_001941785.1,1,3.0,0.0,46.0,8.0,29.0,18.0,145.0,0.0012437810945273632,0.003316749585406302,0.019071310116086235,0.012023217247097845,0.007462686567164179,0.9583333333333334,0.0547945205479452,0.0012437810945273632,-0.01616915422885572
GCF_001951135.2_ASM195113v2_genomic,1,1.0,0,0.0,1,6.0,1,31.0,1,1.0,1,5.0,1,1.0,1,47.0,1,4.0,1,108.0,4361,GCF_001951135.2,0,1.0,6.0,32.0,6.0,47.0,4.0,108.0,0.00022925263640531865,0.001375515818431912,0.007336084364970197,0.010774873911049978,0.0009170105456212746,0.7307692307692307,0.05504587155963303,0.00022925263640531865,1.1685923888124712
GCF_001953135.1_ASM195313v1_genomic,1,1.0,0,0.0,1,2.0,1,51.0,1,1.0,1,5.0,1,1.0,1,26.0,1,5.0,1,56.0,2101,GCF_001953135.1,1,1.0,2.0,52.0,6.0,26.0,5.0,56.0,0.0004757373929590866,0.0028544243577545195,0.024738344433872503,0.012369172216936251,0.002378686964795433,1.6875,0.10526315789473684,0.0004757373929590866,0.41189343482397717
GCF_001953155.1_ASM195315v1_genomic,1,2.0,1,2.0,1,2.0,0,0.0,0,0.0,1,5.0,1,2.0,1,10.0,1,33.0,1,30.0,1472,GCF_001953155.1,0,4.0,2.0,2.0,5.0,10.0,33.0,30.0,0.0027155465037338763,0.0033944331296673455,0.0013577732518669382,0.006788866259334691,0.02240325865580448,0.09090909090909091,0.16129032258064516,0.0027155465037338763,0.31513917175831635
GCF_001953195.1_ASM195319v1_genomic,0,0.0,0,0.0,0,0.0,1,20.0,1,3.0,1,5.0,1,6.0,1,57.0,1,18.0,1,41.0,3503,GCF_001953195.1,0,0.0,0.0,26.0,8.0,57.0,18.0,41.0,0.0,0.00228310502283105,0.007420091324200913,0.016267123287671232,0.005136986301369863,0.34210526315789475,0.19047619047619047,0.0,-0.0699200913242009
GCF_001975105.1_ASM197510v1_genomic,1,1.0,0,0.0,1,4.0,0,0.0,1,6.0,1,6.0,1,21.0,1,77.0,1,21.0,1,104.0,6175,GCF_001975105.1,0,1.0,4.0,21.0,12.0,77.0,21.0,104.0,0.00016191709844559586,0.0019430051813471502,0.003400259067357513,0.01246761658031088,0.003400259067357513,0.25252525252525254,0.11428571428571428,0.00016191709844559586,0.7418717616580311
GCF_001975125.1_ASM197512v1_genomic,0,0.0,0,0.0,1,4.0,0,0.0,1,6.0,1,7.0,1,21.0,1,80.0,1,18.0,1,142.0,6254,GCF_001975125.1,0,0.0,4.0,21.0,13.0,80.0,18.0,142.0,0.0,0.0020783373301358913,0.003357314148681055,0.012789768185451638,0.0028776978417266188,0.25252525252525254,0.09090909090909091,0.0,0.741646682653877
GCF_001975145.1_ASM197514v1_genomic,0,0.0,0,0.0,1,4.0,0,0.0,1,6.0,1,7.0,1,21.0,1,78.0,1,18.0,1,141.0,6259,GCF_001975145.1,0,0.0,4.0,21.0,13.0,78.0,18.0,141.0,0.0,0.0020766773162939297,0.003354632587859425,0.012460063897763577,0.002875399361022364,0.25773195876288657,0.09154929577464789,0.0,0.7432907348242812
GCF_001998765.1_ASM199876v1_genomic,1,6.0,1,3.0,1,2.0,1,28.0,0,0.0,1,6.0,1,3.0,1,43.0,1,10.0,1,80.0,3231,GCF_001998765.1,0,9.0,2.0,31.0,6.0,43.0,10.0,80.0,0.0027846534653465345,0.0018564356435643563,0.009591584158415841,0.013304455445544554,0.003094059405940594,0.6111111111111112,0.07407407407407407,0.0027846534653465345,0.36225247524752474
GCF_002000885.1_ASM200088v1_genomic,0,0.0,1,2.0,1,1.0,1,137.0,1,1.0,1,5.0,1,1.0,1,30.0,1,7.0,1,34.0,2159,GCF_002000885.1,1,2.0,1.0,138.0,6.0,30.0,7.0,34.0,0.000925925925925926,0.002777777777777778,0.06388888888888888,0.013888888888888888,0.0032407407407407406,3.6578947368421053,0.17142857142857143,0.000925925925925926,0.31990740740740736
GCF_002012325.1_ASM201232v1_genomic,1,11.0,1,2.0,1,1.0,0,0.0,0,0.0,1,3.0,1,1.0,1,36.0,1,16.0,1,102.0,3785,GCF_002012325.1,0,13.0,1.0,1.0,3.0,36.0,16.0,102.0,0.003433703116745906,0.000792393026941363,0.0002641310089804543,0.009508716323296355,0.004226096143687269,0.03773584905660377,0.02912621359223301,0.003433703116745906,0.14902271526677233
GCF_002018235.1_ASM201823v1_genomic,1,6.0,1,4.0,1,3.0,1,69.0,0,0.0,1,3.0,1,1.0,1,35.0,1,8.0,1,33.0,3261,GCF_002018235.1,0,10.0,3.0,70.0,3.0,35.0,8.0,33.0,0.0030656039239730227,0.0009196811771919068,0.02145922746781116,0.01072961373390558,0.002452483139178418,1.6590909090909092,0.08823529411764706,0.0030656039239730227,0.6113427345187002
GCF_002055535.1_NCTC8198_genomic,1,2.0,1,3.0,1,13.0,1,20.0,1,1.0,1,7.0,1,4.0,1,17.0,1,15.0,1,147.0,2038,GCF_002055535.1,0,5.0,13.0,24.0,8.0,17.0,15.0,147.0,0.0024521824423737125,0.00392349190779794,0.011770475723393821,0.008337420304070623,0.007356547327121138,1.121212121212121,0.05405405405405406,0.0024521824423737125,2.5843060323688087
GCF_002072655.1_ASM207265v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,1,9.0,1,4.0,1,37.0,1,53.0,1,35.0,1,199.0,6259,GCF_002072655.1,0,0.0,1.0,37.0,13.0,53.0,35.0,199.0,0.0,0.0020766773162939297,0.0059105431309904154,0.008466453674121405,0.005591054313099041,0.42696629213483145,0.065,0.0,0.16277955271565497
GCF_002073515.1_ASM207351v2_genomic,1,2.0,1,3.0,1,26.0,1,71.0,1,1.0,1,6.0,1,5.0,1,36.0,1,8.0,1,63.0,2341,GCF_002073515.1,0,5.0,26.0,76.0,7.0,36.0,8.0,63.0,0.002134927412467976,0.0029888983774551663,0.032450896669513236,0.015371477369769428,0.0034158838599487617,2.2666666666666666,0.109375,0.002134927412467976,5.220495303159693
GCF_002073835.2_ASM207383v2_genomic,1,2.0,1,4.0,1,11.0,0,0.0,1,1.0,1,5.0,1,2.0,1,39.0,1,7.0,1,48.0,2184,GCF_002073835.2,0,6.0,11.0,2.0,6.0,39.0,7.0,48.0,0.002745995423340961,0.002745995423340961,0.0009153318077803204,0.017848970251716247,0.003203661327231121,0.2765957446808511,0.12244897959183673,0.002745995423340961,2.11487414187643
GCF_002074155.1_ASM207415v1_genomic,0,0.0,1,2.0,1,11.0,1,96.0,0,0.0,1,5.0,1,2.0,1,53.0,1,6.0,1,64.0,4562,GCF_002074155.1,0,2.0,11.0,98.0,5.0,53.0,6.0,64.0,0.00043830813061582295,0.0010957703265395574,0.021477098400175323,0.011615165461319308,0.0013149243918474688,1.8166666666666667,0.07692307692307693,0.00043830813061582295,2.205478851632698
GCF_002075105.1_ASM207510v1_genomic,1,1.0,0,0.0,1,1.0,1,114.0,1,2.0,1,5.0,0,0.0,1,21.0,1,8.0,1,43.0,1842,GCF_002075105.1,1,1.0,1.0,114.0,7.0,21.0,8.0,43.0,0.0005425935973955507,0.0037981551817688553,0.061855670103092786,0.011394465545306565,0.004340748779164406,3.8333333333333335,0.1590909090909091,0.0005425935973955507,0.32425393380358114
